Nº ANP;TITULO;EMPRESA RESPONSÁVEL;DEMAIS PROPONENTES;QUALIFICAÇÃO;OBJETIVO;ÁREA;TEMA;SUBTEMA;EXECUTOR 1;EXECUTOR 2;EXECUTOR 3;EXECUTOR 4;EXECUTOR 5;EXECUTOR 6;EXECUTOR 7;EXECUTOR 8;Nº AUTORIZAÇÃO;DATA INÍCIO;PRAZO;VALOR CLAUSULA
20250-7;Ejetor de Alta Eficiência para Compressão de Gás;SHELL;0;PESQUISA APLICADA;O objetivo do presente projeto é desenvolver uma ferramenta computacional, fundamentada no método de dinâmica molecular, para simular o escoamento em dutos para transporte de CO2, CH4 e Óleo.;GÁS NATURAL;UTILIZAÇÃO;OUTRAS APLICAÇÕES;SHELL;USP - CENTRO DE PESQUISA PARA INOVAÇÃO EM GÁS (RCGI);;;;;;;;04/09/2017;48; R$ 2.593.209,12 
20251-5;Simulação de escoamentos internos com dinâmica molecular para reduzir perdas de carga em dutos para transporte de CO2, CH4 e Óleo;SHELL;0;PESQUISA APLICADA;O objetivo do presente projeto é desenvolver uma ferramenta computacional, fundamentada no método de dinâmica molecular, para simular o escoamento em dutos para transporte de CO2, CH4 e Óleo.;GÁS NATURAL;UTILIZAÇÃO;OUTRAS APLICAÇÕES;SHELL;USP - CENTRO DE PESQUISA PARA INOVAÇÃO EM GÁS (RCGI);;;;;;;;04/09/2017;48; R$ 2.980.335,67 
20252-3;Desenvolvimento de Separadores Supersônicos de Gases: Otimização, Simulação Numérica e Ensaios;SHELL;0;PESQUISA APLICADA;O objetivo deste projeto é desenvolver sistemas de separação de CO2 de misturas gasosas através do conceito de escoamento supersônico. Serão desenvolvidas geometrias e técnicas computacionais para a análise e otimização de separadores supersônicos. Posteriormente, as simulações serão validadas através de ensaios a serem realizados em bancada de testes especialmente construída para ensaiar tais equipamentos.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO DE GÁS NATURAL;SHELL;USP - CENTRO DE PESQUISA PARA INOVAÇÃO EM GÁS (RCGI);;;;;;;;04/09/2017;48; R$ 5.991.104,48 
20253-1;Interação Rocha-Fluido no Processo de Fraturamento de Formações Carbonáticas;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;"1.Desenvolver simulações físicas do processo de criação da fratura ácida para diferentes sistemas ácidos viscosos e a medição da condutividade da fratura resultante;
2.Investigar mecanismos que governam a condutividade de fraturas ácidas;
3.Melhorar a capacidade de previsão do comportamento de fraturas ácidas em rochas do presal, através de estudos experimentais;
4.Elaborar modelos matemáticos que possam fazer a previsão da condutividade de fraturas ácidas.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;PERFURAÇÃO E COMPLETAÇÃO DE POÇOS;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;;;;20/12/2017;36; R$ 5.211.152,14 
20255-6;Determinação de propriedades fundamentais de misturas gasosas de interesse da indústria de petróleo e gás natural na presença de fluidos complexos;SHELL;0;PESQUISA BÁSICA;Determinação de propriedades fundamentais de misturas complexas de gases (CO2, metano, etano, H2S, H2O, etc) na presença de fluidos complexos (petróleo, salmoura, etc) em diversas condições de P e T, fornecendo um conjunto de dados essenciais ao desenvolvimento de outros projetos científicos e tecnológicos na área de captura e conversão de CO2, exploração de petróleo de pré-sal, entre outros, no âmbito do CEPID de Gás Natural;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;CAPTURA E ESTOCAGEM DE CO2;SHELL;USP - CENTRO DE PESQUISA PARA INOVAÇÃO EM GÁS (RCGI);;;;;;;;04/09/2017;48; R$ 5.222.364,06 
20257-2;Diagênese nas sequências carbonáticas do Pré-Sal e seu impacto na exploração e produção de reservatórios de hidrocarbonetos ¿ P&D.;SHELL;0;PESQUISA APLICADA;O principal objetivo deste projeto é abordar questões-chave na diagênese dos reservatórios carbonáticos continentais que podem afetar significativamente na exploração e produção de óleo e gás, com base em trabalhos analíticos e experimentais, combinados com estudos de caso no pré-sal e pesquisa de campo em análogos modernos e do registro geológico.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;SHELL;UFPR - Laboratório de Análise de Minerais e Rochas-LAMIR;;;;;;;;10/11/2017;48; R$ 9.572.526,87 
20258-0;TECNOLOGIAS SUSTENTÁVEIS PARA SEPARAÇÃO E UTILIZAÇÃO DE CO2;SHELL;0;PESQUISA APLICADA;Desenvolver e avaliar tecnologias de separação e utilização de CO2 em dois contextos: (1) Processamento primário de gás natural do Pré-Sal, rico em CO2, sob impacto de elevação de teor de CO2 do reservatório por EOR, (2) Captura de CO2 emitido por termelétricas a gás natural. Nos dois contextos, desenvolver material adsorvente avançado visando minimizar a penalidade energética da separação no preço do kWh gerado, desde experimentos de bancada até a construção e teste de unidade protótipo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;CAPTURA E ESTOCAGEM DE CO2;SHELL;UFRJ - H2CIN - Laboratório de Hidrorrefino, Engenharia de Processos e Termodinâmica Aplicada da Escola de Química da UFRJ;PUC-RS - Faculdade de Química;;;;;;;29/09/2017;38; R$ 4.407.926,92 
20259-8;Desenvolvimento de tecnologias avançadas com base em nano(bio)tecnologia para aplicação em processos de recuperação avançada de petróleo - NanoEOR;PETROBRAS;0;PESQUISA APLICADA;"O objetivo do presente trabalho é desenvolver tecnologias a base de nanopartículas funcionalizadas, biossurfactantes, polímeros ""inteligentes"", ""micelas gigantes"" e microemulsões para uso na potencialização e otimização de processos de extração e produção com ênfase na etapa terciária do processo de recuperação de petróleo.";REGULAÇÃO DO SETOR DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ASPECTOS ECONÔMICOS DA REGULAÇÃO DA INDÚSTRIA DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ECONOMIA DA ENERGIA E POLÍTICA ENERGÉTICA NO CONTEXTO DE UM PLANEJAMENTO INTEGRADO DE RECURSOS ENERGÉTICOS;IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT;;;;;;;;;22/12/2017;36; R$ 6.893.670,14 
20260-6;Cronoestratigrafia Isotópica Orgânica;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;Desenvolver métodos analíticos de enriquecimento em biomarcadores de amostras de óleos e betumes brasileiros que permitam sua adequada separação cromatográfica e detecção em concentrações suficientes para medição da composição isotópica (carbono) de moléculas individuais e testar a sua aplicação geológica (cronoestratigrafia isotópica) em óleos e betumes brasileiros.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;PETROBRAS;;;;;;;;;24/08/2017;27; R$ 573.408,00 
20261-4;Avaliação e Monitoramento Atmosférico em Plataformas Offshore;PETROBRAS;0;PESQUISA EM MEIO AMBIENTE;Caracterizar e avaliar o impacto das emissões oriundas das atividades de E&P através de diferentes técnicas de monitoramento e utilização da ferramenta de modelagem.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;MODELAGEM E PREVENÇÃO DE IMPACTOS AMBIENTAIS;PETROBRAS;;;;;;;;;09/10/2017;34; R$ 652.990,86 
20262-2;Desenvolvimento de ambiente de software para armazenamento, análise e simulação de dados de reservatório com foco em aplicações de Recuperação Avançada de Petróleo.;SHELL;0;PESQUISA APLICADA;Desenvolver e implantar uma ferramenta para gerenciar os dados e orientar o fluxo de trabalho do Laboratório de Recuperação Avançada de Petróleo da UFRJ. O software fará a organização e armazenamento das informações em um banco de dados dedicado e terá algoritmos de simulação e análise dos dados gerados nos experimentos. O intuito é de que esta informação não se perca, possua rastreabilidade e seja organizada de forma que se possa preservar todo o conhecimento gerado no laboratório.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;ENGINEERING SIMULATION AND SCIENTIFIC SOFTWARE LTDA;SHELL;;;;;;;;29/08/2017;48; R$ 16.064.788,35 
20263-0;METAGENÔMICA PARA AVALIAÇÃO E MONITORAMENTO DE AMBIENTES ESTRATÉGICOS;PETROBRAS;0;PESQUISA EM MEIO AMBIENTE;Utilizar as novas tecnologias de sequenciamento de DNA e microarranjo (metagenômica) para caracterizar e monitorar áreas estratégicas da companhia;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;MONITORAMENTO DE ÁREAS IMPACTADAS POR ATIVIDADES DA INDÚSTRIA DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;PETROBRAS;;;;;;;;;09/10/2017;60; R$ 166.900,00 
20264-8;Simulador de taxa de corrosão para dutos;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;Desenvolver uma ferramenta de simulação de taxa de corrosão própria da Petrobras que permitia a obtenção de taxa de corrosão mais condizente com a realidade, garantindo, com segurança, a avaliação para tomada de decisão em extensão de vida de equipamentos, dutos e tubulações. Esta ferramenta irá complementar as funcionalidades já existentes em outros modelos utilizados pela Petrobras.;TEMAS TRANSVERSAIS;MATERIAIS;CORROSÃO E PROTEÇÃO;PETROBRAS;;;;;;;;;25/04/2017;36; R$ 1.071.618,45 
20265-5;Novas tecnologias para Interface, comunicação e integração de sistemas.;PETROBRAS;0;PESQUISA BÁSICA;Pesquisar e avaliar novas tecnologias em IHM, comunicação e integração de sistemas (tendências computacionais de mercado) e implementar novas funcionalidades no aplicativo BR-Optimus;ABASTECIMENTO;REFINO;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;PETROBRAS;;;;;;;;;27/04/2017;47; R$ 2.167.755,30 
20266-3;Minim.Impacto Oper.de Part.Solidas-Dutos;PETROBRAS;0;PESQUISA APLICADA;Desenvolver metodologia em escala piloto, representativa das condições de campo, para linhas dutos de transferência/transporte, que ajude a minimizar o impacto operacional de partículas sólidas, para: Avaliar a velocidade de desprendimento de partículas sólidas da parede interna de linhas/dutos originadas por processo corrosivo.;GÁS NATURAL;MOVIMENTAÇÃO E ARMAZENAMENTO;TRANSPORTE E ARMAZENAMENTO DE GN E GNL;PETROBRAS;;;;;;;;;28/04/2017;47; R$ 649.648,83 
20267-1;Desenvolvimento de teste catalítico para investigar mecanismos de reação em novas zeólitas;PETROBRAS;0;PESQUISA APLICADA;Desenvolver testes catalíticos com compostos modelo capazes de identificar parâmetros catalíticos que possam melhorar o desempenho dos catalisadores convencionais ou não, visando a produção de combustíveis líquidos e a conversão de fundos.;ABASTECIMENTO;REFINO;SISTEMAS CATALÍTICOS;PETROBRAS;;;;;;;;;03/05/2017;24; R$ 282.572,16 
20268-9;Dispositivos de fluidização e contato (pipe-grid e retificador);PETROBRAS;0;PESQUISA APLICADA;Levantamento dos benifícios de melhorias nos dispositivos de aeração e retificação.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;03/05/2017;10; R$ 181.269,57 
20269-7;Controle de Dienos na Nafta Craqueada;PETROBRAS;0;PESQUISA APLICADA;Mapear a influência da qualidade do catalisador de FCC sobre o teor de dienos da nafta craqueada.;ABASTECIMENTO;REFINO;SISTEMAS CATALÍTICOS;PETROBRAS;;;;;;;;;03/05/2017;10; R$ 482.274,60 
20270-5;Avaliação técnico-econômica de tecnologias de biocombustíveis.;PETROBRAS;0;PESQUISA APLICADA;Avaliar diferentes tecnologias de produção de biocombustíveis avançados quanto aos aspectos técnicos e econômicos possibilitando sua comparação em uma mesma base e gerando informações sobre os gargalos em cada rota.;BIOCOMBUSTÍVEIS;BIOCOMBUSTÍVEIS AVANÇADOS (2ª, 3ª, 4ª GERAÇÃO);PROCESSOS DE PRODUÇÃO;PETROBRAS;;;;;;;;;03/05/2017;24; R$ 1.206.456,66 
20271-3;Processamento de GN com alto teor de CO2;PETROBRAS;0;PESQUISA BÁSICA;Com a participação crescente de gás do Pólo Pré-Sal, com elevado teor de CO2 comparado com gás do Pós-Sal, no parque de processamento de GN da Petrobras, há uma demanda de análise técnico-econômica das soluções. O projeto visa estudar esquemas de processo e quantificar o ganho em prescindir/reduzir o requisito de tratamento do Gas (remoção de CO2).  Avaliar para unidades novas que não tenham restrições de congelamento, a viabilidade de tratamento somente do gás de venda.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO DE GÁS NATURAL;PETROBRAS;;;;;;;;;03/05/2017;24; R$ 613.527,75 
20272-1;Avaliação de anti-incrustrantes para fornos de UCRs;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;Avaliar a eficiência de aditivos controladores de acúmulo de depósitos nos tubos dos fornos das unidades de coqueamento retardado (UCRs);ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;03/05/2017;22; R$ 583.950,79 
20273-9;Inferências de emissões para fornos e caldeiras (PEMS);PETROBRAS;0;PESQUISA APLICADA;Desenvolver e validar modelos matemáticos para predição em tempo real das emissões de NOx, SOx e CO.;ABASTECIMENTO;REFINO;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;PETROBRAS;;;;;;;;;23/05/2017;22; R$ 457.084,20 
20274-7;Sistema especialista para monitoração e diagnóstico de sistemas de cogeração e turbomáquinas;PETROBRAS;0;PESQUISA APLICADA;Desenvolver sistema especialista para monitoração e diagnóstico de sistemas de cogeração e de grandes máquinas.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;23/05/2017;25; R$ 254.941,56 
20275-4;Estimativa em tempo real da composição da carga de unidades de destilação;PETROBRAS;0;PESQUISA APLICADA;Desenvolver metodologias combinadas de modelagem, simulação e otimização para estimação em tempo real da composição (curvas PEV, ASTM, etc) da carga de unidades de Destilação de Petróleo.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;30/05/2017;25; R$ 714.595,20 
20276-2;Novas metodologias para controle regulatório de processos;PETROBRAS;0;PESQUISA APLICADA;Disponibilizar novas versões das ferramentas de monitoração, diagnóstico e sintonia de controle PID (BR-PerfX, BR-Tuning, PGA e MPA), considerando aplicações em processos mutivariáveis (MIMO).;ABASTECIMENTO;REFINO;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;PETROBRAS;;;;;;;;;06/06/2017;37; R$ 1.989.521,82 
20278-8;Viscosidade Inerente Corrigida de Poliamidas;PETROBRAS;0;PESQUISA APLICADA;Acompanhar o grau de degradação de poliamidas empregadas como barreira de pressão de dutos flexíveis reterminados, assim como de amostras envelhecidas em laboratório, em presença de produtos químicos empregados em campo, para levantamento de um banco de dados.  Tal banco de dados visa facilitar o acompanhamento do grau de conservadorismo do modelo atualmente usado.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;METODOLOGIAS E SISTEMAS DE CONTROLE DA QUALIDADE;PUC-Rio - Laboratório de Caracterização de Combustiveis - LACCOM ;;;;;;;;;22/12/2017;36; R$ 1.196.300,94 
20279-6;Hidrocarb - Caracterização Física, Química e Mineralógica de Transformações Hidrotermais e Diagenéticas em Rochas Carbonáticas;PETROBRAS;0;PESQUISA APLICADA;Investigação das características composicionais, texturais e de estabilidade de paragêneses diagenéticas e hidrotermais em sistemas carbonáticos.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UFG - Centro Regional Para o Desenvolvimento Tecnológico e Inovação - CRTI;;;;;;;;;22/12/2017;36; R$ 2.599.915,45 
20280-4;P&D em Otimização e Automação de Processos com foco no desenvolvimento de métodos, modelos e algoritmos para dimensionamento da demanda de serviços aplicados à cadeia de suprimentos de Poços.;PETROBRAS;0;PESQUISA APLICADA;A demanda de serviços para construção de poços é definida por um cronograma que define qual sonda atuará em qual poço e quando, assim como pela especificação técnica de cada poço. Diversos dados técnicos relativos ao poço e à sonda devem ser processados por um algoritmo a fim de dimensionar corretamente a demanda de serviços.  A assertividade deste processo permite reduzir custos de contratação excessiva assim como o risco de atrasos na produção por falta de serviços contratados.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;METODOLOGIAS E SISTEMAS DE CONTROLE DA QUALIDADE;PUC-Rio - Instituto TECGRAF de Desenvolvimento de Software Técnico-Cientifíco da PUC-Rio;;;;;;;;;26/12/2017;36; R$ 8.288.549,76 
20122-8;Aprimoramento de Laboratório para Realização de Pesquisas Geotécnicas de Campo sobre Projetos de Poços (Condutores);PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O projeto objetiva aprimorar a capacitação do Laboratório de Ensaios de Campo e Instrumentação Professor Márcio Miranda Soares, do Programa de Engenharia Civil da COPPE/UFRJ, para a realização de ensaios de campo e laboratório de argilas moles, bem como prover equipamentos capazes de realizar provas de carga instrumentadas em campo, inclusive com a simulação de solicitações cíclicas.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;INTEGRIDADE DE EQUIPAMENTOS E INSTALAÇÕES;UFRJ - Laboratório de Ensaios de Campo e Instrumentação Professor Marcio Miranda Soares;;;;;;;;0646/2017;26/12/2017;24; R$ 2.470.481,93 
20281-2;Investigação da influência da tensão confinante na taxa de fluência estacionária em rochas salinas em laboratório;PETROBRAS;0;PESQUISA APLICADA;Investigar o grau de influência da tensão confinante na tensão diferencial para caracterizar a taxa de deformação da fluência estacionária em ensaios triaixias sob efeito de diferentes temperaturas. Serão ensaiados 60 corpos de prova com distintas tensões confinantes e temperaturas entre 60o C e 120o C.Cada ensaio envolve desde a preparação, a partir de amostras de rochas salinas, do corpo de prova até sua finalização, caracterizado pela constância da taxa de variação da deformação versus tempo.;REGULAÇÃO DO SETOR DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ASPECTOS ECONÔMICOS DA REGULAÇÃO DA INDÚSTRIA DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ECONOMIA DA ENERGIA E POLÍTICA ENERGÉTICA NO CONTEXTO DE UM PLANEJAMENTO INTEGRADO DE RECURSOS ENERGÉTICOS;IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT;;;;;;;;;26/12/2017;24; R$ 1.160.505,28 
